prime_set,prime_set_size,rule_count,support_count,status,modulus,target_residues,covered_residues,coverage_ratio,uncovered_examples,rules
3;17;43;53,4,11,107545,too_large,929832,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=71,a=72,b=212 | d=35,a=54,b=86 | d=95,a=36,b=344"
19;43;53,3,7,107470,too_large,1039224,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=87,a=4,b=344"
3;19;37;59,4,9,107118,too_large,995448,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=119,a=4,b=472"
3;19;31;41,4,11,106849,too_large,579576,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=36,b=248"
3;29;37;53,4,9,106335,too_large,1364856,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=23,a=18,b=74 | d=55,a=8,b=212 | d=47,a=72,b=116 | d=71,a=72,b=212"
3;5;41;43,4,8,106329,too_large,1904040,,,,,"d=11,a=1,b=43 | d=11,a=3,b=41 | d=23,a=6,b=86 | d=47,a=24,b=164 | d=87,a=4,b=344 | d=71,a=120,b=164 | d=35,a=54,b=86 | d=95,a=36,b=344"
3;31;41;59,4,9,106307,too_large,1799736,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=119,a=4,b=472"
29;31;41,3,8,106232,too_large,884616,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
3;5;29;43,4,10,105677,too_large,448920,,,,,"d=11,a=1,b=43 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=87,a=4,b=344 | d=47,a=72,b=116 | d=39,a=40,b=116 | d=35,a=54,b=86 | d=95,a=36,b=344"
3;41;43,3,7,105581,too_large,380808,,,,,"d=11,a=1,b=43 | d=11,a=3,b=41 | d=23,a=6,b=86 | d=47,a=24,b=164 | d=87,a=4,b=344 | d=35,a=54,b=86 | d=95,a=36,b=344"
31;41;59,3,8,105578,too_large,1799736,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=119,a=4,b=472"
3;23;29;31,4,13,105440,too_large,496248,,,,,"d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=47,a=72,b=116 | d=71,a=36,b=248 | d=27,a=46,b=62"
3;5;23;37,4,11,105237,too_large,306360,,,,,"d=19,a=2,b=74 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=23,a=18,b=74 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=15,a=23,b=37 | d=79,a=20,b=296 | d=31,a=50,b=74"
3;19;37;53,4,10,105213,too_large,894216,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=72,b=212"
29;31;37,3,8,105144,too_large,798312,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
5;37;43,3,7,104821,too_large,954600,,,,,"d=11,a=1,b=43 | d=19,a=2,b=74 | d=23,a=6,b=86 | d=39,a=8,b=148 | d=87,a=4,b=344 | d=79,a=20,b=296 | d=31,a=50,b=74"
3;37;53;59,4,8,104671,too_large,2776776,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=55,a=8,b=212 | d=71,a=72,b=212 | d=119,a=4,b=472"
31;37;59,3,8,104490,too_large,1624152,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=119,a=4,b=472"
3;31;41;53,4,10,104402,too_large,1616712,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=71,a=72,b=212 | d=71,a=36,b=248"
17;29;31;59,4,9,104397,too_large,698088,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=119,a=4,b=472"
19;29;53;59,4,8,104393,too_large,1425912,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=119,a=4,b=472"
3;19;23;31,4,14,104318,too_large,325128,,,,,"d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=36,b=248 | d=27,a=46,b=62"
19;31;41,3,8,104035,too_large,579576,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372"
3;17;29;37,4,8,104004,too_large,437784,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=23,a=18,b=74 | d=11,a=17,b=27 | d=47,a=72,b=116"
17;29;43,3,7,103955,too_large,508776,,,,,"d=11,a=1,b=43 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=87,a=4,b=344 | d=15,a=17,b=43"
3;23;31;59,4,12,103776,too_large,1009608,,,,,"d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=119,a=4,b=472 | d=27,a=46,b=62"
23;29;31,3,11,103701,too_large,496248,,,,,"d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=27,a=46,b=62"
17;43;59,3,7,103301,too_large,1035096,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=119,a=4,b=472"
23;31;59,3,11,103047,too_large,1009608,,,,,"d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=119,a=4,b=472 | d=27,a=46,b=62"
19;31;37,3,8,102947,too_large,523032,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372"
31;41;53,3,8,102928,too_large,1616712,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372"
3;17;19;37,4,9,102882,too_large,286824,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=47,a=36,b=152 | d=23,a=38,b=54"
17;19;29;31,4,9,102854,too_large,6969048,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372"
3;19;29;41,4,9,102822,too_large,542184,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116"
3;23;31;53,4,14,102805,too_large,906936,,,,,"d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=19,a=23,b=53 | d=71,a=72,b=212 | d=71,a=36,b=248 | d=27,a=46,b=62"
5;17;23;59,4,9,102347,too_large,553656,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=39,a=20,b=136 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=119,a=4,b=472"
3;17;37;59,4,7,102340,too_large,890664,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=11,a=17,b=27 | d=119,a=4,b=472"
5;23;53;59,4,11,102300,too_large,1726104,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=119,a=4,b=472 | d=39,a=50,b=106"
3;29;41;59,4,7,102280,too_large,1683624,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=47,a=72,b=116 | d=119,a=4,b=472"
17;19;31;59,4,9,102200,too_large,457368,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=119,a=4,b=472"
3;17;31;41,4,9,102071,too_large,518568,,,,,"d=11,a=3,b=41 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=71,a=36,b=248"
5;19;23;59,4,9,101968,too_large,618792,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=4,b=152 | d=119,a=4,b=472"
31;37;53,3,8,101840,too_large,1458984,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372"
17;19;43,3,7,101758,too_large,333336,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=15,a=17,b=43"
17;29;31;53,4,9,101747,too_large,627096,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372"
3;5;37;41,4,8,101570,too_large,546120,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=23,a=18,b=74 | d=79,a=20,b=296 | d=71,a=120,b=164 | d=31,a=50,b=74"
19;23;31,3,11,101504,too_large,325128,,,,,"d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=27,a=46,b=62"
23;31;53,3,12,101331,too_large,906936,,,,,"d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=19,a=23,b=53 | d=27,a=46,b=62"
29;41;59,3,6,101270,too_large,1683624,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=119,a=4,b=472"
3;19;41;59,4,8,101158,too_large,1103064,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=119,a=4,b=472"
5;17;23;53,4,11,101136,too_large,497352,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=39,a=20,b=136 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=39,a=50,b=106"
17;31;53;59,4,9,101093,too_large,1275816,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=119,a=4,b=472"
3;5;29;37,4,10,100918,too_large,386280,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=23,a=18,b=74 | d=47,a=72,b=116 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=40,b=116"
5;17;19;23,4,9,100804,too_large,891480,,,,,"d=11,a=6,b=38 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=39,a=20,b=136 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=4,b=152"
5;19;23;53,4,11,100757,too_large,555864,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=19,a=23,b=53 | d=39,a=50,b=106"
17;43;53,3,7,100651,too_large,929832,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=15,a=17,b=43"
3;17;37;53,4,8,100435,too_large,800088,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=23,a=18,b=74 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=71,a=72,b=212"
3;5;31;43,4,13,100408,too_large,479880,,,,,"d=11,a=1,b=43 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=59,a=50,b=186"
3;29;41;53,4,8,100375,too_large,1512408,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=47,a=72,b=116 | d=71,a=72,b=212"
5;17;41;59,4,7,100200,too_large,986952,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=39,a=20,b=136 | d=71,a=120,b=164 | d=119,a=4,b=472"
29;37;59,3,6,100182,too_large,1519368,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=119,a=4,b=472"
5;17;37;59,4,8,99926,too_large,890664,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=39,a=20,b=136 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=119,a=4,b=472"
5;19;41;59,4,7,99821,too_large,1103064,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=71,a=120,b=164 | d=119,a=4,b=472"
3;19;23;29,4,11,99740,too_large,304152,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116"
19;29;41,3,6,99727,too_large,542184,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=39,a=4,b=152"
17;19;31;53,4,9,99550,too_large,410856,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372"
5;19;37;59,4,8,99547,too_large,995448,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=39,a=4,b=152 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=119,a=4,b=472"
3;17;23;31,4,12,99540,too_large,290904,,,,,"d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=27,a=46,b=62"
3;19;41;53,4,9,99253,too_large,990888,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=72,b=212"
5;41;53;59,4,8,99219,too_large,3076968,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=71,a=120,b=164 | d=119,a=4,b=472 | d=39,a=50,b=106"
3;23;29;59,4,9,99198,too_large,944472,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=47,a=72,b=116 | d=119,a=4,b=472"
19;41;59,3,6,99073,too_large,1103064,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=119,a=4,b=472"
5;37;53;59,4,9,98945,too_large,2776776,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=119,a=4,b=472 | d=39,a=50,b=106"
3;41;53;59,4,7,98711,too_large,3076968,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=71,a=72,b=212 | d=119,a=4,b=472"
5;17;19;41,4,7,98657,too_large,317832,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=39,a=20,b=136 | d=39,a=4,b=152 | d=71,a=120,b=164"
19;29;37,3,6,98639,too_large,489288,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=39,a=4,b=152"
29;41;53,3,6,98620,too_large,1512408,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=55,a=8,b=212"
5;17;29;59,4,8,98538,too_large,698088,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=39,a=20,b=136 | d=39,a=40,b=116 | d=119,a=4,b=472"
5;17;19;37,4,8,98383,too_large,286824,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=39,a=20,b=136 | d=39,a=4,b=152 | d=79,a=20,b=296 | d=31,a=50,b=74"
3;23;29;53,4,11,98227,too_large,848424,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=47,a=72,b=116 | d=19,a=23,b=53 | d=71,a=72,b=212"
5;23;37,3,10,98189,too_large,510600,,,,,"d=19,a=2,b=74 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=15,a=23,b=37 | d=79,a=20,b=296 | d=31,a=50,b=74"
23;29;59,3,8,98188,too_large,944472,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=119,a=4,b=472"
5;19;29;59,4,8,98159,too_large,780216,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=39,a=40,b=116 | d=119,a=4,b=472"
3;19;23;59,4,10,98076,too_large,618792,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=119,a=4,b=472"
5;17;41;53,4,8,98055,too_large,886584,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=71,a=120,b=164 | d=39,a=50,b=106"
3;17;29;41,4,7,98044,too_large,485112,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=11,a=17,b=27 | d=47,a=72,b=116"
19;37;59,3,6,97985,too_large,995448,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=39,a=4,b=152 | d=119,a=4,b=472"
41;53;59,3,6,97966,too_large,3076968,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=119,a=4,b=472"
17;19;29;59,4,7,97892,too_large,780216,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=119,a=4,b=472"
5;31;43,3,9,97799,too_large,799800,,,,,"d=11,a=1,b=43 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=59,a=50,b=186"
5;17;37;53,4,9,97781,too_large,800088,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=50,b=106"
5;19;41;53,4,8,97676,too_large,990888,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=71,a=120,b=164 | d=39,a=50,b=106"
5;29;53;59,4,9,97557,too_large,2176392,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=40,b=116 | d=119,a=4,b=472 | d=39,a=50,b=106"
29;37;53,3,6,97532,too_large,1364856,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=55,a=8,b=212"
5;19;37;53,4,9,97402,too_large,894216,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=50,b=106"
3;19;23;53,4,12,97105,too_large,555864,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=19,a=23,b=53 | d=71,a=72,b=212"
5;17;19;29,4,8,96995,too_large,1124040,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=39,a=20,b=136 | d=39,a=4,b=152 | d=39,a=40,b=116"
3;17;19;41,4,8,96922,too_large,317832,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=47,a=36,b=152 | d=23,a=38,b=54"
37;53;59,3,6,96878,too_large,2776776,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=119,a=4,b=472"
