focus_r,d,a,b,missing_prime,count,avg_lift_ratio,example_residues
529,35,58,82,41,28,943,46028182729;98444106289;49598749729;130007918569;158001163849
529,39,62,94,31,28,1457,189559931089;256065570289;465725901169;135830375209;48847999729
529,191,2,762,127,28,127,57677059969;37387590769;54671777689;24237573889;198391393729
841,79,68,248,31,28,190.428571429,59340121;185946601;430774585081;222253712521;281758758121
841,35,17,123,17,28,624.142857143,115916641;367087561;104770466641;595558444321;275148074041
841,119,32,444,2,28,74,123964681;84426102601;293457004681;554363410441;85954989961
841,51,46,158,23,28,1817,127328041;285827102401;14750616721;178007630641;230392323001
841,111,112,332,83,28,83,155075761;18818840881;61031651521;143423400961;606747382081
841,59,9,227,3,28,681,456937321;571653483241;237002646721;275147113081;42723561721
841,159,1,635,127,28,127,138844786921;394156483561;28991803681;84429345841;179027089081
961,59,51,185,17,28,476,18379321;93934801;248067020161;31373903521;197898181441
961,35,34,106,53,28,446.714285714,92792941201;397779783361;124828464721;73203651481;4370567161
961,119,200,276,5,28,79.6428571429,116884688881;177775919281;4633750081;111193403281;202530248881
961,95,96,284,2,28,142,164406323041;559140342721;72673561921;241845284641;542595013921
961,135,2,538,269,28,269,72011220241;320474395201;115032918961;69232364161;232183192201
961,59,74,162,3,28,791.785714286,99809390641;61289429161;180689309761;577408913041;22769467681
961,131,78,446,223,28,223,44742899161;133299927721;417239583721;287913106441;17741845081
961,215,8,852,71,28,71,179895316561;26211386161;721695135121;126285039841;219476177881
961,103,188,224,2,28,94,37992635641;261966465721;8341734361;145214630521;207429583321
289,111,32,412,103,27,354.777777778,4564849;12376924849;31776785329;111702230929;803911028209
289,215,4,856,107,27,107,58896638089;63048105409;79576857649;100334194249;114806492089
289,159,14,622,311,27,311,63862879369;751648497889;44735931529;70614704449;7256689729
289,111,200,244,5,27,305,96919422889;144253910089;59440181089;23279856889;106115209489
289,111,200,244,61,27,305,96919422889;144253910089;59440181089;23279856889;106115209489
289,51,62,142,71,27,1727.66666667,478427990329;710832802969;20525865649;2018977249;226469923969
289,131,21,503,503,27,503,389113244809;71934222649;169513104049;282922119769;421317296689
289,31,23,101,101,27,1170.85185185,51952140529;898773996409;357996879529;142857995569;135602987809
361,167,12,656,41,27,41,169850041;37293897001;584885901961;324879675481;18214756921
361,239,36,920,23,27,53.6666666667,26711925601;187156449841;82218536761;718965647761;87075468841
361,27,34,74,17,27,447.666666667,145355290441;254457403561;363559516681;472661629801;581763742921
529,79,152,164,41,27,396.333333333,94497803929;167391544849;508747599889;20668328209;191252782249
529,143,6,566,283,27,283,136204669129;164385661969;281052932689;4512068089;156872996809
529,71,19,265,53,27,441.666666667,22357695889;91305374689;160253053489;126625939969;315808693729
529,51,19,185,19,27,601.666666667,119485887049;11650439329;374423409889;19165987369;151236966409
841,71,68,216,17,27,134.111111111,15976801;199760401;344316173041;23907844801;412977726001
841,27,19,89,89,27,979,173814481;376937401;112907035081;377373076921;46282717321
841,111,196,248,31,27,217,259700281;468228601;239545947481;194790556801;149018590561
841,47,74,114,37,27,259,141897636721;74764370521;342790769161;208524236761;387039613801
841,111,38,406,19,27,19,40183984681;98163025801;252773802121;262436975641;475026793081
961,123,1,491,491,27,491,141373553281;177114778801;47125239121;418297360441;217886990281
961,27,46,62,31,27,435.148148148,1589188561;95970595681;90146697601;562053733201;87234748561
961,175,2,698,349,27,349,670863234001;86308142881;34153720561;366010926241;243301979881
961,19,17,59,17,27,1003,417635619361;50170521361;81013493521;30050301241;295589014681
961,27,34,74,37,27,629,470716887601;87499493041;203854932241;134495001601;115303909681
961,159,8,628,157,27,157,63143000881;104707884241;56127512401;118474837441;187705639081
961,119,48,428,107,27,107,91735765081;278513235961;111194964841;161629509001;232448657401
289,111,32,412,2,26,364.461538462,4564849;12376924849;31776785329;111702230929;803911028209
289,59,114,122,61,26,61,20180449;3222219289;36356360329;50556706489;71857225729
289,127,26,482,241,26,241,30573543289;47334967969;71623111849;20991450769;95795460049
289,131,1,523,523,26,523,51835263769;79227188329;210212642929;146195049289;166486800769
289,119,72,404,3,26,303,60642582289;49468899769;108249021169;65337712729;551447496889
289,191,2,762,127,26,127,121867025569;28672764409;60449429329;33096784009;335455640809
289,159,2,634,317,26,317,22426164049;313106473969;71196685849;8032664929;101925664129
289,95,144,236,3,26,279.230769231,40351191169;7566359089;89974925329;60294234289;870645135649
289,27,37,71,71,26,2332.07692308,46946980369;794017344409;28013665969;71080289569;56880303769
361,143,68,504,3,26,36.2307692308,42522841;116036281;139283104321;325051567201;351589919041
361,143,68,504,17,26,40.5384615385,42522841;116036281;2603241001;73372179241;214910055721
361,51,38,166,83,26,83,137297521;12315543601;33476843761;76666710481;84298654801
361,127,254,254,127,26,127,227223917281;271281050401;170504934961;5031346681;428257470001
361,51,46,158,79,26,1549.61538462,329214445921;230346316561;191493622681;407790103081;322451209441
361,143,14,558,3,26,93,419236698241;44924640121;57413997001;79789830481;499199861521
361,167,264,404,101,26,101,110316887041;709425236881;744462799441;488098971721;168077910361
529,111,64,380,19,26,38,71111569;28937389009;71771220049;193133741329;271662431569
529,83,9,323,19,26,57,79640089;78530732809;99947648329;110656106089;142781479369
529,79,128,188,2,26,134.846153846,134054449;15219204529;85857452209;156495699889;474367814449
529,131,66,458,229,26,229,142222609;26301836089;43961638249;148792644529;80409049249
529,59,103,133,103,26,958.692307692,147267649;56738682529;318438601009;195197763289;43401038209
529,215,12,848,53,26,53,17847790489;101450830009;138273856249;655285951849;774769796329
529,35,58,82,29,26,1010.53846154,46028182729;98444106289;158001163849;109155807289;336101045809
529,87,64,284,2,26,142,153300628009;112159047529;192190679209;284435151529;16912536169
529,87,64,284,71,26,142,153300628009;112159047529;192190679209;284435151529;16912536169
529,215,4,856,107,26,107,47720072929;13904250889;80597637649;300779639689;622409107849
841,31,38,86,19,26,786.307692308,18379201;214655281;167834427601;509069401;664216633921
841,63,64,188,47,26,173.538461538,67388161;473874241;178514777281;34076723521;260399139841
841,47,17,171,3,26,299.076923077,67628401;233442169801;360081322441;73746473641;280233474361
841,199,260,536,67,26,67,51876585601;93581528881;355504990681;358048171321;363134532601
961,159,1,635,127,26,127,116619944401;14562388801;245419935721;279042484681;346287582601
961,119,10,466,233,26,233,42095094001;118474236841;246743057521;339271253281;204649165681
961,131,21,503,503,26,503,209811202561;248331524401;213650237761;112385714401;56524749241
961,239,36,920,3,26,51.2307692308,2252010721;84587784241;408899892361;44348184841;117417661321
961,239,36,920,23,26,56.6153846154,2252010721;84587784241;217225129081;272425073881;54012319321
961,51,38,166,83,26,83,1064384281;55998863881;112124693641;165867823081;69503114641
289,39,62,94,31,25,1114.76,22619797489;52029738049;108559531369;375107132689;168232144369
289,35,53,87,53,25,1062.12,28517209009;12454882729;66734468089;240281441689;657717300529
289,143,3,569,569,25,569,52339647649;83301418489;1280959969;36277801849;98472214129
289,107,186,242,31,25,341,76821665209;388588489;13618965649;675875120209;649414365889
289,231,260,664,83,25,83,105299955049;260960940529;19827487969;77792835409;87453726649
289,135,2,538,269,25,269,279894375049;519942303169;17615598289;152713240969;194266833049
289,35,58,82,41,25,546.12,74648934649;45084639889;671219269009;532824092089;117638561329
289,35,47,93,31,25,1057.72,596764448569;35152998169;177078862249;387096670249;366456090289
361,83,18,314,157,25,345.4,30390721;135814038721;109449380401;317594397481;59322583681
361,119,10,466,233,25,233,124925161;76839923521;90889879441;10928277721;24978233641
361,35,29,111,29,25,1073,157357561;7632905641;347254788241;263477094241;282037075681
361,191,12,752,47,25,47,58974235681;264690066001;614719746001;298688110081;129397949041
361,111,1,443,443,25,443,569795346481;31916725201;221674853761;374140286881;161660139001
361,63,116,136,17,25,340.68,154027954441;325052888521;410565355561;9888519001;180913453081
529,131,165,359,359,25,359,85668263209;320128449169;387572946289;214735641649;39267829129
529,35,59,81,3,25,1007.88,173026734409;49222533889;235024510249;410493523969;131886235009
529,103,68,344,43,25,43,159125126689;183360057409;199516677889;451261411129;15032658169
529,131,1,523,523,25,523,187493146369;345302718289;10898368009;89615286289;89991021649
529,111,34,410,41,25,41,4134771169;27242495809;34945070689;58052795329;327642916129
529,143,276,296,37,25,37,120619099129;162325724089;315250015609;322201119769;440369890489
841,59,25,211,211,25,953.72,71472241;451652041;299050152241;107312806441;30516486841
841,143,36,536,67,25,168.84,216336961;290404515241;392630719321;38146749481;344825361721
841,147,2,586,293,25,293,267027601;228864877081;251243713561;707448662761;405856051441
841,215,8,852,71,25,71,326126641;348383556361;150035766721;293459887561;205982857921
841,35,53,87,53,25,53,435075481;225307643401;252262811641;306173148121;333128316361
841,143,24,548,137,25,137,56453638081;163766083321;512148918121;30008139001;438407610481
961,215,4,856,107,25,107,19723464721;70158008881;74129536441;214842428761;265276972921
961,239,16,940,47,25,47,75584550001;25812587761;205310065921;36403808401;571452402481
961,59,74,162,37,25,883.56,61289429161;180689309761;577408913041;22769467681;155009335441
289,87,92,256,2,24,457.166666667,10010200489;67121975209;95677862569;45550345129;102662119849
289,83,18,314,157,24,431.75,38061703969;129432783769;33988194529;70536626449;88810842409
289,111,160,284,2,24,230.75,69488699569;764801878129;110732622289;16645989649;27664837489
289,171,10,674,337,24,337,109257428569;117754357009;624893309329;40157317489;63514531369
289,27,41,67,67,24,2635.33333333,117056339689;81749588209;512532340609;685923999049;15598062769
289,63,34,218,109,24,109,126523477369;168814125769;337976719369;879297018889;426787081009
289,71,136,148,37,24,37,42042289;28753124689;34495341169;48850882369;341703922849
361,71,68,216,17,24,123.25,44324641;101125304641;207278712001;260355415681;339970471201
361,39,41,115,23,24,713,88528801;323143581121;109623674521;273190117561;409004636401
361,27,41,67,67,24,2300.33333333,418889791681;222887825521;13357104121;124714470241;195830315041
529,119,48,428,107,24,107,21021529;107085178729;190500110329;77780703529;278799121129
529,35,29,111,29,24,986,28829329;147477570769;85482077209;213984170929;225068604289
529,83,18,314,3,24,471,40360849;122302220569;29120692129;265271086609;201396195529
529,59,23,213,71,24,71,108228649;48848840569;335534920249;709015868089;275605130329
529,159,8,628,157,24,157,103515692809;162506144329;192378546889;167956349089;942462049
529,27,37,71,71,24,2414,30435765889;216613357489;244231107649;362399878369;90555705769
529,51,62,142,31,24,2201,83790187009;323322199729;69513444529;55236702049;597235319209
529,151,5,599,599,24,599,427025159089;92808676489;317874157129;212104893529;17661964849
529,159,2,634,317,24,317,306226360969;37387951129;474181147969;562103342329;141843462289
529,39,29,127,127,24,2942.16666667,50350941169;77779862689;132637705729;187495548769;434355842449
529,135,16,524,131,24,131,89428499689;212481830089;3385582729;21985203769;784915852249
529,167,1,667,29,24,29,17288511769;44529325369;600241922809;311489298649;469486017529
841,127,176,332,83,24,83,227388001;112907875921;313802569921;186147202081;479603004721
841,95,96,284,71,24,133.125,256697281;113924811841;619461363361;119519520961;208523155681
841,59,51,185,37,24,283.666666667,407327761;207504898441;446033548801;65611707001;453664652281
841,191,12,752,47,24,47,411171601;205472107681;216153658561;347369623441;287356470241
841,119,180,296,37,24,98.6666666667,327532526161;94599425761;531478988881;661678858681;598105588921
961,27,46,62,23,24,483,10325035681;199087849921;90146697601;562053733201;84322799521
961,159,40,596,149,24,149,75055781761;234167934961;254553620281;150244775641;112122291241
961,63,58,194,97,24,97,63010388401;88690602961;140051032081;148125738721;178571353921
289,51,38,166,83,23,83,853693129;1746064609;8186658769;13734881449;29836366849
289,131,42,482,241,23,241,3841197649;263715652489;63591768529;14899685089;80353193209
289,75,98,202,7,23,707,14860045489;183945401929;39148549729;141228207409;689842673809
289,75,98,202,101,23,707,14860045489;183945401929;39148549729;141228207409;689842673809
289,71,135,149,3,23,1263.26086957,18778720249;122138616889;62699757409;63398135089;114728894569
289,71,135,149,149,23,1263.26086957,18778720249;122138616889;62699757409;63398135089;114728894569
289,59,62,174,31,23,672.565217391,32901468889;6984377689;111624633409;558586468729;35385190129
289,143,36,536,67,23,195.173913043,95251076209;103049626969;36122126329;51719227849;60604264009
289,59,74,162,3,23,532.304347826,8225817889;85745740369;744665081449;3065823049;41825784289
289,207,4,824,103,23,103,10670139769;38062544809;66036450769;36627351049;52612440169
289,71,134,150,5,23,306.304347826,16528752529;30612822529;928532645329;512609938129;200667907729
289,27,37,71,37,23,2627,46946980369;28013665969;71080289569;56880303769;158804646289
289,95,18,362,181,23,511.52173913,58159822009;53659285969;786529183729;40157677849;131994703129
