n,method,x,y,z,verified,d,a,b,n_mod_4,n_mod_8,n_mod_12,n_mod_24,n_mod_60,n_mod_120,n_mod_840
3340,formula_even,1670,3340,3340,True,,,,0,4,4,4,40,100,820
3341,general_key_d_3,836,11172304,1015664,True,3,1,11,1,5,5,5,41,101,821
3342,formula_even,1671,3342,3342,True,,,,2,6,6,6,42,102,822
3343,formula_3_mod_4,836,5589496,5589496,True,,,,3,7,7,7,43,103,823
3344,formula_even,1672,3344,3344,True,,,,0,0,8,8,44,104,824
3345,formula_divisible_by_3,1115,6690,6690,True,,,,1,1,9,9,45,105,825
3346,formula_even,1673,3346,3346,True,,,,2,2,10,10,46,106,826
3347,formula_3_mod_4,837,5602878,5602878,True,,,,3,3,11,11,47,107,827
3348,formula_even,1674,3348,3348,True,,,,0,4,0,12,48,108,828
3349,general_key_d_3,838,2806462,1403231,True,3,4,8,1,5,1,13,49,109,829
3350,formula_even,1675,3350,3350,True,,,,2,6,2,14,50,110,830
3351,formula_divisible_by_3,1117,6702,6702,True,,,,3,7,3,15,51,111,831
3352,formula_even,1676,3352,3352,True,,,,0,0,4,16,52,112,832
3353,general_key_d_7,840,2816520,469420,True,7,4,24,1,1,5,17,53,113,833
3354,formula_even,1677,3354,3354,True,,,,2,2,6,18,54,114,834
3355,formula_3_mod_4,839,5629690,5629690,True,,,,3,3,7,19,55,115,835
3356,formula_even,1678,3356,3356,True,,,,0,4,8,20,56,116,836
3357,formula_divisible_by_3,1119,6714,6714,True,,,,1,5,9,21,57,117,837
3358,formula_even,1679,3358,3358,True,,,,2,6,10,22,58,118,838
3359,formula_3_mod_4,840,5643120,5643120,True,,,,3,7,11,23,59,119,839
3360,formula_even,1680,3360,3360,True,,,,0,0,0,0,0,0,0
3361,general_key_d_39,850,571370,84025,True,39,20,136,1,1,1,1,1,1,1
3362,formula_even,1681,3362,3362,True,,,,2,2,2,2,2,2,2
3363,formula_divisible_by_3,1121,6726,6726,True,,,,3,3,3,3,3,3,3
3364,formula_even,1682,3364,3364,True,,,,0,4,4,4,4,4,4
3365,general_key_d_3,842,5666660,1133332,True,3,2,10,1,5,5,5,5,5,5
3366,formula_even,1683,3366,3366,True,,,,2,6,6,6,6,6,6
3367,formula_3_mod_4,842,5670028,5670028,True,,,,3,7,7,7,7,7,7
3368,formula_even,1684,3368,3368,True,,,,0,0,8,8,8,8,8
3369,formula_divisible_by_3,1123,6738,6738,True,,,,1,1,9,9,9,9,9
3370,formula_even,1685,3370,3370,True,,,,2,2,10,10,10,10,10
3371,formula_3_mod_4,843,5683506,5683506,True,,,,3,3,11,11,11,11,11
3372,formula_even,1686,3372,3372,True,,,,0,4,0,12,12,12,12
3373,general_key_d_3,844,2846812,1423406,True,3,4,8,1,5,1,13,13,13,13
3374,formula_even,1687,3374,3374,True,,,,2,6,2,14,14,14,14
3375,formula_divisible_by_3,1125,6750,6750,True,,,,3,7,3,15,15,15,15
3376,formula_even,1688,3376,3376,True,,,,0,0,4,16,16,16,16
3377,general_key_d_3,845,11414260,1037660,True,3,1,11,1,1,5,17,17,17,17
3378,formula_even,1689,3378,3378,True,,,,2,2,6,18,18,18,18
3379,formula_3_mod_4,845,5710510,5710510,True,,,,3,3,7,19,19,19,19
3380,formula_even,1690,3380,3380,True,,,,0,4,8,20,20,20,20
3381,formula_divisible_by_3,1127,6762,6762,True,,,,1,5,9,21,21,21,21
3382,formula_even,1691,3382,3382,True,,,,2,6,10,22,22,22,22
3383,formula_3_mod_4,846,5724036,5724036,True,,,,3,7,11,23,23,23,23
3384,formula_even,1692,3384,3384,True,,,,0,0,0,0,24,24,24
3385,general_key_d_3,847,11468380,1042580,True,3,1,11,1,1,1,1,25,25,25
3386,formula_even,1693,3386,3386,True,,,,2,2,2,2,26,26,26
3387,formula_divisible_by_3,1129,6774,6774,True,,,,3,3,3,3,27,27,27
3388,formula_even,1694,3388,3388,True,,,,0,4,4,4,28,28,28
3389,general_key_d_3,848,2873872,1436936,True,3,4,8,1,5,5,5,29,29,29
3390,formula_even,1695,3390,3390,True,,,,2,6,6,6,30,30,30
3391,formula_3_mod_4,848,5751136,5751136,True,,,,3,7,7,7,31,31,31
3392,formula_even,1696,3392,3392,True,,,,0,0,8,8,32,32,32
3393,formula_divisible_by_3,1131,6786,6786,True,,,,1,1,9,9,33,33,33
3394,formula_even,1697,3394,3394,True,,,,2,2,10,10,34,34,34
3395,formula_3_mod_4,849,5764710,5764710,True,,,,3,3,11,11,35,35,35
3396,formula_even,1698,3396,3396,True,,,,0,4,0,12,36,36,36
3397,general_key_d_3,850,5774900,1154980,True,3,2,10,1,5,1,13,37,37,37
3398,formula_even,1699,3398,3398,True,,,,2,6,2,14,38,38,38
3399,formula_divisible_by_3,1133,6798,6798,True,,,,3,7,3,15,39,39,39
3400,formula_even,1700,3400,3400,True,,,,0,0,4,16,40,40,40
3401,general_key_d_7,852,2897652,482942,True,7,4,24,1,1,5,17,41,41,41
3402,formula_even,1701,3402,3402,True,,,,2,2,6,18,42,42,42
3403,formula_3_mod_4,851,5791906,5791906,True,,,,3,3,7,19,43,43,43
3404,formula_even,1702,3404,3404,True,,,,0,4,8,20,44,44,44
3405,formula_divisible_by_3,1135,6810,6810,True,,,,1,5,9,21,45,45,45
3406,formula_even,1703,3406,3406,True,,,,2,6,10,22,46,46,46
3407,formula_3_mod_4,852,5805528,5805528,True,,,,3,7,11,23,47,47,47
3408,formula_even,1704,3408,3408,True,,,,0,0,0,0,48,48,48
3409,general_key_d_7,854,831796,831796,True,7,14,14,1,1,1,1,49,49,49
3410,formula_even,1705,3410,3410,True,,,,2,2,2,2,50,50,50
3411,formula_divisible_by_3,1137,6822,6822,True,,,,3,3,3,3,51,51,51
3412,formula_even,1706,3412,3412,True,,,,0,4,4,4,52,52,52
3413,general_key_d_3,854,2914702,1457351,True,3,4,8,1,5,5,5,53,53,53
3414,formula_even,1707,3414,3414,True,,,,2,6,6,6,54,54,54
3415,formula_3_mod_4,854,5832820,5832820,True,,,,3,7,7,7,55,55,55
3416,formula_even,1708,3416,3416,True,,,,0,0,8,8,56,56,56
3417,formula_divisible_by_3,1139,6834,6834,True,,,,1,1,9,9,57,57,57
3418,formula_even,1709,3418,3418,True,,,,2,2,10,10,58,58,58
3419,formula_3_mod_4,855,5846490,5846490,True,,,,3,3,11,11,59,59,59
3420,formula_even,1710,3420,3420,True,,,,0,4,0,12,0,60,60
3421,general_key_d_3,856,11713504,1064864,True,3,1,11,1,5,1,13,1,61,61
3422,formula_even,1711,3422,3422,True,,,,2,6,2,14,2,62,62
3423,formula_divisible_by_3,1141,6846,6846,True,,,,3,7,3,15,3,63,63
3424,formula_even,1712,3424,3424,True,,,,0,0,4,16,4,64,64
3425,general_key_d_3,857,5870450,1174090,True,3,2,10,1,1,5,17,5,65,65
3426,formula_even,1713,3426,3426,True,,,,2,2,6,18,6,66,66
3427,formula_3_mod_4,857,5873878,5873878,True,,,,3,3,7,19,7,67,67
3428,formula_even,1714,3428,3428,True,,,,0,4,8,20,8,68,68
3429,formula_divisible_by_3,1143,6858,6858,True,,,,1,5,9,21,9,69,69
3430,formula_even,1715,3430,3430,True,,,,2,6,10,22,10,70,70
3431,formula_3_mod_4,858,5887596,5887596,True,,,,3,7,11,23,11,71,71
3432,formula_even,1716,3432,3432,True,,,,0,0,0,0,12,72,72
3433,general_key_d_7,860,1476190,590476,True,7,8,20,1,1,1,1,13,73,73
3434,formula_even,1717,3434,3434,True,,,,2,2,2,2,14,74,74
3435,formula_divisible_by_3,1145,6870,6870,True,,,,3,3,3,3,15,75,75
3436,formula_even,1718,3436,3436,True,,,,0,4,4,4,16,76,76
3437,general_key_d_3,860,5911640,1182328,True,3,2,10,1,5,5,5,17,77,77
3438,formula_even,1719,3438,3438,True,,,,2,6,6,6,18,78,78
3439,formula_3_mod_4,860,5915080,5915080,True,,,,3,7,7,7,19,79,79
3440,formula_even,1720,3440,3440,True,,,,0,0,8,8,20,80,80
3441,formula_divisible_by_3,1147,6882,6882,True,,,,1,1,9,9,21,81,81
3442,formula_even,1721,3442,3442,True,,,,2,2,10,10,22,82,82
3443,formula_3_mod_4,861,5928846,5928846,True,,,,3,3,11,11,23,83,83
3444,formula_even,1722,3444,3444,True,,,,0,4,0,12,24,84,84
3445,general_key_d_3,862,5939180,1187836,True,3,2,10,1,5,1,13,25,85,85
3446,formula_even,1723,3446,3446,True,,,,2,6,2,14,26,86,86
3447,formula_divisible_by_3,1149,6894,6894,True,,,,3,7,3,15,27,87,87
3448,formula_even,1724,3448,3448,True,,,,0,0,4,16,28,88,88
3449,general_key_d_7,864,11919744,441472,True,7,1,27,1,1,5,17,29,89,89
3450,formula_even,1725,3450,3450,True,,,,2,2,6,18,30,90,90
3451,formula_3_mod_4,863,5956426,5956426,True,,,,3,3,7,19,31,91,91
3452,formula_even,1726,3452,3452,True,,,,0,4,8,20,32,92,92
3453,formula_divisible_by_3,1151,6906,6906,True,,,,1,5,9,21,33,93,93
3454,formula_even,1727,3454,3454,True,,,,2,6,10,22,34,94,94
3455,formula_3_mod_4,864,5970240,5970240,True,,,,3,7,11,23,35,95,95
3456,formula_even,1728,3456,3456,True,,,,0,0,0,0,36,96,96
3457,general_key_d_3,865,5980610,1196122,True,3,2,10,1,1,1,1,37,97,97
3458,formula_even,1729,3458,3458,True,,,,2,2,2,2,38,98,98
3459,formula_divisible_by_3,1153,6918,6918,True,,,,3,3,3,3,39,99,99
3460,formula_even,1730,3460,3460,True,,,,0,4,4,4,40,100,100
3461,general_key_d_3,866,2997226,1498613,True,3,4,8,1,5,5,5,41,101,101
3462,formula_even,1731,3462,3462,True,,,,2,6,6,6,42,102,102
3463,formula_3_mod_4,866,5997916,5997916,True,,,,3,7,7,7,43,103,103
3464,formula_even,1732,3464,3464,True,,,,0,0,8,8,44,104,104
3465,formula_divisible_by_3,1155,6930,6930,True,,,,1,1,9,9,45,105,105
3466,formula_even,1733,3466,3466,True,,,,2,2,10,10,46,106,106
3467,formula_3_mod_4,867,6011778,6011778,True,,,,3,3,11,11,47,107,107
3468,formula_even,1734,3468,3468,True,,,,0,4,0,12,48,108,108
3469,general_key_d_3,868,3011092,1505546,True,3,4,8,1,5,1,13,49,109,109
3470,formula_even,1735,3470,3470,True,,,,2,6,2,14,50,110,110
3471,formula_divisible_by_3,1157,6942,6942,True,,,,3,7,3,15,51,111,111
3472,formula_even,1736,3472,3472,True,,,,0,0,4,16,52,112,112
3473,general_key_d_3,869,12072148,1097468,True,3,1,11,1,1,5,17,53,113,113
3474,formula_even,1737,3474,3474,True,,,,2,2,6,18,54,114,114
3475,formula_3_mod_4,869,6039550,6039550,True,,,,3,3,7,19,55,115,115
3476,formula_even,1738,3476,3476,True,,,,0,4,8,20,56,116,116
3477,formula_divisible_by_3,1159,6954,6954,True,,,,1,5,9,21,57,117,117
3478,formula_even,1739,3478,3478,True,,,,2,6,10,22,58,118,118
3479,formula_3_mod_4,870,6053460,6053460,True,,,,3,7,11,23,59,119,119
3480,formula_even,1740,3480,3480,True,,,,0,0,0,0,0,0,120
3481,general_key_d_15,874,12169576,206264,True,15,1,59,1,1,1,1,1,1,121
3482,formula_even,1741,3482,3482,True,,,,2,2,2,2,2,2,122
3483,formula_divisible_by_3,1161,6966,6966,True,,,,3,3,3,3,3,3,123
3484,formula_even,1742,3484,3484,True,,,,0,4,4,4,4,4,124
3485,general_key_d_3,872,6077840,1215568,True,3,2,10,1,5,5,5,5,5,125
3486,formula_even,1743,3486,3486,True,,,,2,6,6,6,6,6,126
3487,formula_3_mod_4,872,6081328,6081328,True,,,,3,7,7,7,7,7,127
3488,formula_even,1744,3488,3488,True,,,,0,0,8,8,8,8,128
3489,formula_divisible_by_3,1163,6978,6978,True,,,,1,1,9,9,9,9,129
3490,formula_even,1745,3490,3490,True,,,,2,2,10,10,10,10,130
3491,formula_3_mod_4,873,6095286,6095286,True,,,,3,3,11,11,11,11,131
3492,formula_even,1746,3492,3492,True,,,,0,4,0,12,12,12,132
3493,general_key_d_3,874,3052882,1526441,True,3,4,8,1,5,1,13,13,13,133
3494,formula_even,1747,3494,3494,True,,,,2,6,2,14,14,14,134
3495,formula_divisible_by_3,1165,6990,6990,True,,,,3,7,3,15,15,15,135
3496,formula_even,1748,3496,3496,True,,,,0,0,4,16,16,16,136
3497,general_key_d_3,875,6119750,1223950,True,3,2,10,1,1,5,17,17,17,137
3498,formula_even,1749,3498,3498,True,,,,2,2,6,18,18,18,138
3499,formula_3_mod_4,875,6123250,6123250,True,,,,3,3,7,19,19,19,139
3500,formula_even,1750,3500,3500,True,,,,0,4,8,20,20,20,140
3501,formula_divisible_by_3,1167,7002,7002,True,,,,1,5,9,21,21,21,141
3502,formula_even,1751,3502,3502,True,,,,2,6,10,22,22,22,142
3503,formula_3_mod_4,876,6137256,6137256,True,,,,3,7,11,23,23,23,143
3504,formula_even,1752,3504,3504,True,,,,0,0,0,0,24,24,144
3505,general_key_d_3,877,6147770,1229554,True,3,2,10,1,1,1,1,25,25,145
3506,formula_even,1753,3506,3506,True,,,,2,2,2,2,26,26,146
3507,formula_divisible_by_3,1169,7014,7014,True,,,,3,3,3,3,27,27,147
3508,formula_even,1754,3508,3508,True,,,,0,4,4,4,28,28,148
3509,general_key_d_3,878,12323608,1120328,True,3,1,11,1,5,5,5,29,29,149
3510,formula_even,1755,3510,3510,True,,,,2,6,6,6,30,30,150
3511,formula_3_mod_4,878,6165316,6165316,True,,,,3,7,7,7,31,31,151
3512,formula_even,1756,3512,3512,True,,,,0,0,8,8,32,32,152
3513,formula_divisible_by_3,1171,7026,7026,True,,,,1,1,9,9,33,33,153
3514,formula_even,1757,3514,3514,True,,,,2,2,10,10,34,34,154
3515,formula_3_mod_4,879,6179370,6179370,True,,,,3,3,11,11,35,35,155
3516,formula_even,1758,3516,3516,True,,,,0,4,0,12,36,36,156
3517,general_key_d_3,880,12379840,1125440,True,3,1,11,1,5,1,13,37,37,157
3518,formula_even,1759,3518,3518,True,,,,2,6,2,14,38,38,158
3519,formula_divisible_by_3,1173,7038,7038,True,,,,3,7,3,15,39,39,159
3520,formula_even,1760,3520,3520,True,,,,0,0,4,16,40,40,160
3521,general_key_d_7,882,3105522,517587,True,7,4,24,1,1,5,17,41,41,161
3522,formula_even,1761,3522,3522,True,,,,2,2,6,18,42,42,162
3523,formula_3_mod_4,881,6207526,6207526,True,,,,3,3,7,19,43,43,163
3524,formula_even,1762,3524,3524,True,,,,0,4,8,20,44,44,164
3525,formula_divisible_by_3,1175,7050,7050,True,,,,1,5,9,21,45,45,165
3526,formula_even,1763,3526,3526,True,,,,2,6,10,22,46,46,166
3527,formula_3_mod_4,882,6221628,6221628,True,,,,3,7,11,23,47,47,167
3528,formula_even,1764,3528,3528,True,,,,0,0,0,0,48,48,168
3529,general_key_d_7,884,6239272,479944,True,7,2,26,1,1,1,1,49,49,169
3530,formula_even,1765,3530,3530,True,,,,2,2,2,2,50,50,170
3531,formula_divisible_by_3,1177,7062,7062,True,,,,3,3,3,3,51,51,171
3532,formula_even,1766,3532,3532,True,,,,0,4,4,4,52,52,172
3533,general_key_d_3,884,3123172,1561586,True,3,4,8,1,5,5,5,53,53,173
3534,formula_even,1767,3534,3534,True,,,,2,6,6,6,54,54,174
3535,formula_3_mod_4,884,6249880,6249880,True,,,,3,7,7,7,55,55,175
3536,formula_even,1768,3536,3536,True,,,,0,0,8,8,56,56,176
3537,formula_divisible_by_3,1179,7074,7074,True,,,,1,1,9,9,57,57,177
3538,formula_even,1769,3538,3538,True,,,,2,2,10,10,58,58,178
3539,formula_3_mod_4,885,6264030,6264030,True,,,,3,3,11,11,59,59,179
3540,formula_even,1770,3540,3540,True,,,,0,4,0,12,0,60,180
3541,general_key_d_3,886,3137326,1568663,True,3,4,8,1,5,1,13,1,61,181
3542,formula_even,1771,3542,3542,True,,,,2,6,2,14,2,62,182
3543,formula_divisible_by_3,1181,7086,7086,True,,,,3,7,3,15,3,63,183
3544,formula_even,1772,3544,3544,True,,,,0,0,4,16,4,64,184
3545,general_key_d_3,887,6288830,1257766,True,3,2,10,1,1,5,17,5,65,185
3546,formula_even,1773,3546,3546,True,,,,2,2,6,18,6,66,186
3547,formula_3_mod_4,887,6292378,6292378,True,,,,3,3,7,19,7,67,187
3548,formula_even,1774,3548,3548,True,,,,0,4,8,20,8,68,188
3549,formula_divisible_by_3,1183,7098,7098,True,,,,1,5,9,21,9,69,189
3550,formula_even,1775,3550,3550,True,,,,2,6,10,22,10,70,190
3551,formula_3_mod_4,888,6306576,6306576,True,,,,3,7,11,23,11,71,191
3552,formula_even,1776,3552,3552,True,,,,0,0,0,0,12,72,192
3553,general_key_d_3,889,12634468,1148588,True,3,1,11,1,1,1,1,13,73,193
3554,formula_even,1777,3554,3554,True,,,,2,2,2,2,14,74,194
3555,formula_divisible_by_3,1185,7110,7110,True,,,,3,3,3,3,15,75,195
3556,formula_even,1778,3556,3556,True,,,,0,4,4,4,16,76,196
3557,general_key_d_3,890,6331460,1266292,True,3,2,10,1,5,5,5,17,77,197
3558,formula_even,1779,3558,3558,True,,,,2,6,6,6,18,78,198
3559,formula_3_mod_4,890,6335020,6335020,True,,,,3,7,7,7,19,79,199
3560,formula_even,1780,3560,3560,True,,,,0,0,8,8,20,80,200
3561,formula_divisible_by_3,1187,7122,7122,True,,,,1,1,9,9,21,81,201
3562,formula_even,1781,3562,3562,True,,,,2,2,10,10,22,82,202
3563,formula_3_mod_4,891,6349266,6349266,True,,,,3,3,11,11,23,83,203
3564,formula_even,1782,3564,3564,True,,,,0,4,0,12,24,84,204
3565,general_key_d_3,892,6359960,1271992,True,3,2,10,1,5,1,13,25,85,205
3566,formula_even,1783,3566,3566,True,,,,2,6,2,14,26,86,206
3567,formula_divisible_by_3,1189,7134,7134,True,,,,3,7,3,15,27,87,207
3568,formula_even,1784,3568,3568,True,,,,0,0,4,16,28,88,208
3569,general_key_d_7,894,3190686,531781,True,7,4,24,1,1,5,17,29,89,209
3570,formula_even,1785,3570,3570,True,,,,2,2,6,18,30,90,210
3571,formula_3_mod_4,893,6377806,6377806,True,,,,3,3,7,19,31,91,211
3572,formula_even,1786,3572,3572,True,,,,0,4,8,20,32,92,212
3573,formula_divisible_by_3,1191,7146,7146,True,,,,1,5,9,21,33,93,213
3574,formula_even,1787,3574,3574,True,,,,2,6,10,22,34,94,214
3575,formula_3_mod_4,894,6392100,6392100,True,,,,3,7,11,23,35,95,215
3576,formula_even,1788,3576,3576,True,,,,0,0,0,0,36,96,216
3577,general_key_d_3,895,6402830,1280566,True,3,2,10,1,1,1,1,37,97,217
3578,formula_even,1789,3578,3578,True,,,,2,2,2,2,38,98,218
3579,formula_divisible_by_3,1193,7158,7158,True,,,,3,3,3,3,39,99,219
3580,formula_even,1790,3580,3580,True,,,,0,4,4,4,40,100,220
3581,general_key_d_3,896,3208576,1604288,True,3,4,8,1,5,5,5,41,101,221
3582,formula_even,1791,3582,3582,True,,,,2,6,6,6,42,102,222
3583,formula_3_mod_4,896,6420736,6420736,True,,,,3,7,7,7,43,103,223
3584,formula_even,1792,3584,3584,True,,,,0,0,8,8,44,104,224
3585,formula_divisible_by_3,1195,7170,7170,True,,,,1,1,9,9,45,105,225
3586,formula_even,1793,3586,3586,True,,,,2,2,10,10,46,106,226
3587,formula_3_mod_4,897,6435078,6435078,True,,,,3,3,11,11,47,107,227
3588,formula_even,1794,3588,3588,True,,,,0,4,0,12,48,108,228
3589,general_key_d_3,898,3222922,1611461,True,3,4,8,1,5,1,13,49,109,229
3590,formula_even,1795,3590,3590,True,,,,2,6,2,14,50,110,230
3591,formula_divisible_by_3,1197,7182,7182,True,,,,3,7,3,15,51,111,231
3592,formula_even,1796,3592,3592,True,,,,0,0,4,16,52,112,232
3593,general_key_d_7,900,4311600,517392,True,7,3,25,1,1,5,17,53,113,233
3594,formula_even,1797,3594,3594,True,,,,2,2,6,18,54,114,234
3595,formula_3_mod_4,899,6463810,6463810,True,,,,3,3,7,19,55,115,235
3596,formula_even,1798,3596,3596,True,,,,0,4,8,20,56,116,236
3597,formula_divisible_by_3,1199,7194,7194,True,,,,1,5,9,21,57,117,237
3598,formula_even,1799,3598,3598,True,,,,2,6,10,22,58,118,238
3599,formula_3_mod_4,900,6478200,6478200,True,,,,3,7,11,23,59,119,239
3600,formula_even,1800,3600,3600,True,,,,0,0,0,0,0,0,240
3601,general_key_d_7,902,6496204,499708,True,7,2,26,1,1,1,1,1,1,241
3602,formula_even,1801,3602,3602,True,,,,2,2,2,2,2,2,242
3603,formula_divisible_by_3,1201,7206,7206,True,,,,3,3,3,3,3,3,243
3604,formula_even,1802,3604,3604,True,,,,0,4,4,4,4,4,244
3605,general_key_d_3,902,13006840,1182440,True,3,1,11,1,5,5,5,5,5,245
3606,formula_even,1803,3606,3606,True,,,,2,6,6,6,6,6,246
3607,formula_3_mod_4,902,6507028,6507028,True,,,,3,7,7,7,7,7,247
3608,formula_even,1804,3608,3608,True,,,,0,0,8,8,8,8,248
3609,formula_divisible_by_3,1203,7218,7218,True,,,,1,1,9,9,9,9,249
3610,formula_even,1805,3610,3610,True,,,,2,2,10,10,10,10,250
3611,formula_3_mod_4,903,6521466,6521466,True,,,,3,3,11,11,11,11,251
3612,formula_even,1806,3612,3612,True,,,,0,4,0,12,12,12,252
3613,general_key_d_3,904,3266152,1633076,True,3,4,8,1,5,1,13,13,13,253
3614,formula_even,1807,3614,3614,True,,,,2,6,2,14,14,14,254
3615,formula_divisible_by_3,1205,7230,7230,True,,,,3,7,3,15,15,15,255
3616,formula_even,1808,3616,3616,True,,,,0,0,4,16,16,16,256
3617,general_key_d_3,905,6546770,1309354,True,3,2,10,1,1,5,17,17,17,257
3618,formula_even,1809,3618,3618,True,,,,2,2,6,18,18,18,258
3619,formula_3_mod_4,905,6550390,6550390,True,,,,3,3,7,19,19,19,259
3620,formula_even,1810,3620,3620,True,,,,0,4,8,20,20,20,260
3621,formula_divisible_by_3,1207,7242,7242,True,,,,1,5,9,21,21,21,261
3622,formula_even,1811,3622,3622,True,,,,2,6,10,22,22,22,262
3623,formula_3_mod_4,906,6564876,6564876,True,,,,3,7,11,23,23,23,263
3624,formula_even,1812,3624,3624,True,,,,0,0,0,0,24,24,264
3625,general_key_d_3,907,6575750,1315150,True,3,2,10,1,1,1,1,25,25,265
3626,formula_even,1813,3626,3626,True,,,,2,2,2,2,26,26,266
3627,formula_divisible_by_3,1209,7254,7254,True,,,,3,3,3,3,27,27,267
3628,formula_even,1814,3628,3628,True,,,,0,4,4,4,28,28,268
3629,general_key_d_3,908,3295132,1647566,True,3,4,8,1,5,5,5,29,29,269
3630,formula_even,1815,3630,3630,True,,,,2,6,6,6,30,30,270
3631,formula_3_mod_4,908,6593896,6593896,True,,,,3,7,7,7,31,31,271
3632,formula_even,1816,3632,3632,True,,,,0,0,8,8,32,32,272
3633,formula_divisible_by_3,1211,7266,7266,True,,,,1,1,9,9,33,33,273
3634,formula_even,1817,3634,3634,True,,,,2,2,10,10,34,34,274
3635,formula_3_mod_4,909,6608430,6608430,True,,,,3,3,11,11,35,35,275
3636,formula_even,1818,3636,3636,True,,,,0,4,0,12,36,36,276
3637,general_key_d_3,910,6619340,1323868,True,3,2,10,1,5,1,13,37,37,277
3638,formula_even,1819,3638,3638,True,,,,2,6,2,14,38,38,278
3639,formula_divisible_by_3,1213,7278,7278,True,,,,3,7,3,15,39,39,279
3640,formula_even,1820,3640,3640,True,,,,0,0,4,16,40,40,280
3641,general_key_d_3,911,13267804,1206164,True,3,1,11,1,1,5,17,41,41,281
3642,formula_even,1821,3642,3642,True,,,,2,2,6,18,42,42,282
3643,formula_3_mod_4,911,6637546,6637546,True,,,,3,3,7,19,43,43,283
3644,formula_even,1822,3644,3644,True,,,,0,4,8,20,44,44,284
3645,formula_divisible_by_3,1215,7290,7290,True,,,,1,5,9,21,45,45,285
3646,formula_even,1823,3646,3646,True,,,,2,6,10,22,46,46,286
3647,formula_3_mod_4,912,6652128,6652128,True,,,,3,7,11,23,47,47,287
3648,formula_even,1824,3648,3648,True,,,,0,0,0,0,48,48,288
3649,general_key_d_3,913,13326148,1211468,True,3,1,11,1,1,1,1,49,49,289
3650,formula_even,1825,3650,3650,True,,,,2,2,2,2,50,50,290
3651,formula_divisible_by_3,1217,7302,7302,True,,,,3,3,3,3,51,51,291
3652,formula_even,1826,3652,3652,True,,,,0,4,4,4,52,52,292
3653,general_key_d_3,914,3338842,1669421,True,3,4,8,1,5,5,5,53,53,293
3654,formula_even,1827,3654,3654,True,,,,2,6,6,6,54,54,294
3655,formula_3_mod_4,914,6681340,6681340,True,,,,3,7,7,7,55,55,295
3656,formula_even,1828,3656,3656,True,,,,0,0,8,8,56,56,296
3657,formula_divisible_by_3,1219,7314,7314,True,,,,1,1,9,9,57,57,297
3658,formula_even,1829,3658,3658,True,,,,2,2,10,10,58,58,298
3659,formula_3_mod_4,915,6695970,6695970,True,,,,3,3,11,11,59,59,299
3660,formula_even,1830,3660,3660,True,,,,0,4,0,12,0,60,300
3661,general_key_d_3,916,3353476,1676738,True,3,4,8,1,5,1,13,1,61,301
3662,formula_even,1831,3662,3662,True,,,,2,6,2,14,2,62,302
3663,formula_divisible_by_3,1221,7326,7326,True,,,,3,7,3,15,3,63,303
3664,formula_even,1832,3664,3664,True,,,,0,0,4,16,4,64,304
3665,general_key_d_3,917,6721610,1344322,True,3,2,10,1,1,5,17,5,65,305
3666,formula_even,1833,3666,3666,True,,,,2,2,6,18,6,66,306
3667,formula_3_mod_4,917,6725278,6725278,True,,,,3,3,7,19,7,67,307
3668,formula_even,1834,3668,3668,True,,,,0,4,8,20,8,68,308
3669,formula_divisible_by_3,1223,7338,7338,True,,,,1,5,9,21,9,69,309
3670,formula_even,1835,3670,3670,True,,,,2,6,10,22,10,70,310
3671,formula_3_mod_4,918,6739956,6739956,True,,,,3,7,11,23,11,71,311
